SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,LAMINATION ,UNWIND OPTIONS ,RunSize,UnitPrice,TotalPrice
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0638,319.01
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0364,363.76
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0296,444.61
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.8373,209.32
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.4793,239.63
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2512,251.16
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1109,277.16
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0638,319.01
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0364,363.76
"1"" x 1""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0296,444.61
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),250,0.8892,222.30
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),500,0.5113,255.64
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),1000,0.2683,268.35
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),2500,0.1150,287.40
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),5000,0.0670,335.04
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),10000,0.0384,384.27
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),15000,0.0310,465.24
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),250,0.8892,222.30
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),500,0.5113,255.64
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),1000,0.2683,268.35
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),2500,0.1150,287.40
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),5000,0.0670,335.04
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),10000,0.0384,384.27
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),15000,0.0310,465.24
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),250,0.8892,222.30
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),500,0.5113,255.64
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),1000,0.2683,268.35
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),2500,0.1150,287.40
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),5000,0.0670,335.04
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),10000,0.0384,384.27
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),15000,0.0310,465.24
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),250,0.8892,222.30
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),500,0.5113,255.64
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2683,268.35
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1150,287.40
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0670,335.04
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0384,384.27
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0310,465.24
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,250,0.8892,222.30
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,500,0.5113,255.64
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,1000,0.2683,268.35
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,2500,0.1150,287.40
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,5000,0.0670,335.04
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,10000,0.0384,384.27
"1"" x 1""",Square,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,15000,0.0310,465.24
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),250,0.9238,230.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),500,0.5294,264.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),1000,0.2794,279.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),2500,0.1210,302.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),5000,0.0707,353.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),10000,0.0407,407.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),15000,0.0333,498.94
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),250,0.9238,230.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),500,0.5294,264.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),1000,0.2794,279.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),2500,0.1210,302.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),5000,0.0707,353.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),10000,0.0407,407.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),15000,0.0333,498.94
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),250,0.9238,230.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),500,0.5294,264.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),1000,0.2794,279.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),2500,0.1210,302.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),5000,0.0707,353.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),10000,0.0407,407.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),15000,0.0333,498.94
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),250,0.9238,230.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),500,0.5294,264.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),1000,0.2794,279.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),2500,0.1210,302.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),5000,0.0707,353.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),10000,0.0407,407.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),15000,0.0333,498.94
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,250,0.9238,230.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,500,0.5294,264.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,1000,0.2794,279.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,2500,0.1210,302.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,5000,0.0707,353.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,10000,0.0407,407.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,15000,0.0333,498.94
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.8638,215.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.4954,247.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2604,260.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1118,279.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0651,325.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0373,373.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0301,450.94
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.8638,215.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.4954,247.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.2604,260.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.1118,279.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0651,325.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0373,373.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0301,450.94
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.8638,215.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.4954,247.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2604,260.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1118,279.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0651,325.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0373,373.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0301,450.94
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.8638,215.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.4954,247.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2604,260.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1118,279.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0651,325.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0373,373.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0301,450.94
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.8638,215.95
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.4954,247.71
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2604,260.40
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1118,279.46
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0651,325.52
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0373,373.15
"1"" x 1""",Square,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0301,450.94
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),250,0.8638,215.95
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),500,0.4954,247.71
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),1000,0.2604,260.40
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),250,0.9556,238.89
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),500,0.5453,272.64
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),1000,0.2873,287.35
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),2500,0.1273,318.34
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),5000,0.0739,369.39
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),10000,0.0423,423.02
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),15000,0.0349,522.77
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),250,0.9556,238.89
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),500,0.5453,272.64
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),1000,0.2873,287.35
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),2500,0.1273,318.34
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),5000,0.0739,369.39
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),10000,0.0423,423.02
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),15000,0.0349,522.77
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),250,0.9556,238.89
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),500,0.5453,272.64
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),1000,0.2873,287.35
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),2500,0.1273,318.34
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),5000,0.0739,369.39
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),10000,0.0423,423.02
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),15000,0.0349,522.77
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,250,0.9556,238.89
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,500,0.5453,272.64
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,1000,0.2873,287.35
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,2500,0.1273,318.34
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,5000,0.0739,369.39
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,10000,0.0423,423.02
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,15000,0.0349,522.77
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),250,0.8956,223.89
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),500,0.5113,255.64
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),1000,0.2683,268.35
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),2500,0.1181,295.34
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),5000,0.0683,341.39
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),10000,0.0389,389.02
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),15000,0.0317,474.77
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),250,0.8956,223.89
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),500,0.5113,255.64
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),1000,0.2683,268.35
"1"" x 1""",Square,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),2500,0.1181,295.34
